% # columns="iteration, evaluation, void, void, void, xmean", seed=257691, Wed Mar 25 14:17:38 2020, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 10 0 0 0 0.09357661805054301 -0.08228220084235205 0.032161759050240275 0.031001619656910683 0.10650964943357846 0.1131570157516129 0.05150661887780341 0.5019021952675372 9.995469116656826
2 20 0 0 0 0.09484917177182296 -0.08689772822098406 0.02971136168881201 0.02140127023687085 0.11622938059211504 0.11003252783093287 0.05092328639927116 0.4977660207757457 9.997602242320143
3 30 0 0 0 0.0853350259354009 -0.08658015920082764 0.02669441499488094 0.023727613925553614 0.11207987229017655 0.12793570972532442 0.05626468161761984 0.49068715385082234 10.00644027350554
4 40 0 0 0 0.08742389291362275 -0.09098046960551731 0.02636695061535425 0.024810849831343282 0.10345390493855863 0.12217574656346729 0.048681257798837536 0.4914966091174786 10.010388574908028
5 50 0 0 0 0.07736129421151668 -0.0914710014779517 0.01832688075624814 0.0202102960518158 0.09918702786747774 0.12126897617157857 0.048554554947037885 0.49004831570852825 10.0153084721295
6 60 0 0 0 0.08227342622751073 -0.07719408891888702 0.022251024454288733 0.021757502006862457 0.09689603552921285 0.11695654895855606 0.042662703641623674 0.48321812167966066 10.020780942739927
7 70 0 0 0 0.08278227873976662 -0.07370895211077455 0.02177768773761191 0.02032335055572001 0.10482796790625458 0.12439672871612828 0.04798284189561764 0.4857591643286158 9.997787895183151
8 80 0 0 0 0.08086905626225536 -0.07629448257436762 0.01935292906120773 0.016980752219917072 0.10358290516354468 0.1302555654119619 0.04657976692400997 0.485006957262879 10.002085026665805
9 90 0 0 0 0.06998812409206596 -0.07287916358468019 0.015453952844208247 0.013121746743993782 0.10498653369425803 0.13641384484109526 0.0449701226935995 0.4853219439975328 10.003909945662947
10 100 0 0 0 0.07358148601012329 -0.07059764168582612 0.0181086862666586 0.01604687613048112 0.1099392056625683 0.13711603644167306 0.04330679063728211 0.4875900888435835 9.999436879454247
11 110 0 0 0 0.0724431758022875 -0.07777384613439528 0.020293601927915562 0.017237412997999798 0.10329918207633906 0.13885161226083703 0.04562586430536336 0.4899678924783263 10.00167801456687
12 120 0 0 0 0.0751853010712773 -0.08132356859093054 0.022009785906300733 0.019890478716025378 0.10703288090463677 0.13426887807320703 0.05266909589925793 0.49219411438316896 10.003858812964323
13 130 0 0 0 0.07297024765082723 -0.0812432302390083 0.016495387250253964 0.017469986752067193 0.1023845361499901 0.13756324868316655 0.05082832093426955 0.48768775470680836 10.013087914412175
14 140 0 0 0 0.07303702984741094 -0.07656806965522991 0.013656836580435306 0.017604645488963795 0.10256405145933438 0.13727987923899487 0.044498237027660086 0.48694053850068586 10.015469006049443
15 150 0 0 0 0.06989464890402086 -0.07792073702998195 0.015651930169192932 0.01749995281860766 0.09682709644428442 0.13569371078661457 0.05114469282912187 0.49097766116818536 10.015271995472945
